long,lat,species,animal
-115.153445,49.375775,Ursus arctos,Amelie
-115.153245,49.375718,Ursus arctos,Amelie
-115.153417,49.37582,Ursus arctos,Amelie
-115.153322,49.3757,Ursus arctos,Amelie
-115.153287,49.375672,Ursus arctos,Amelie
-115.153238,49.375817,Ursus arctos,Amelie
-115.153418,49.375648,Ursus arctos,Amelie
-115.153132,49.375932,Ursus arctos,Amelie
-115.15332,49.375745,Ursus arctos,Amelie
-115.153303,49.375673,Ursus arctos,Amelie
-115.153245,49.375907,Ursus arctos,Amelie
-115.153383,49.375768,Ursus arctos,Amelie
-115.153375,49.375668,Ursus arctos,Amelie
-115.153507,49.376143,Ursus arctos,Amelie
-115.153537,49.375862,Ursus arctos,Amelie
-115.15322,49.375585,Ursus arctos,Amelie
-115.153293,49.375842,Ursus arctos,Amelie
-115.1533,49.3758,Ursus arctos,Amelie
-115.146828,49.37813,Ursus arctos,Amelie
-115.153243,49.375705,Ursus arctos,Amelie
-115.1534,49.375858,Ursus arctos,Amelie
-115.153355,49.37581,Ursus arctos,Amelie
-115.153338,49.375895,Ursus arctos,Amelie
-115.153307,49.375833,Ursus arctos,Amelie
-115.153288,49.375782,Ursus arctos,Amelie
-115.153352,49.375973,Ursus arctos,Amelie
-115.15334,49.375838,Ursus arctos,Amelie
-115.153242,49.375675,Ursus arctos,Amelie
-115.153185,49.375787,Ursus arctos,Amelie
-115.153475,49.375487,Ursus arctos,Amelie
-115.153332,49.375788,Ursus arctos,Amelie
-115.153328,49.375728,Ursus arctos,Amelie
-115.153247,49.375772,Ursus arctos,Amelie
-115.153317,49.37583,Ursus arctos,Amelie
-115.153212,49.375807,Ursus arctos,Amelie
-115.152957,49.375732,Ursus arctos,Amelie
-115.153293,49.375863,Ursus arctos,Amelie
-115.15337,49.375827,Ursus arctos,Amelie
-115.153335,49.375913,Ursus arctos,Amelie
-115.153593,49.37549,Ursus arctos,Amelie
-115.153313,49.375797,Ursus arctos,Amelie
-115.153393,49.375808,Ursus arctos,Amelie
-115.148747,49.377673,Ursus arctos,Amelie
-115.153332,49.375842,Ursus arctos,Amelie
-115.153712,49.375603,Ursus arctos,Amelie
-115.15382,49.375512,Ursus arctos,Amelie
-115.153247,49.375748,Ursus arctos,Amelie
-115.153283,49.375827,Ursus arctos,Amelie
-115.147812,49.372375,Ursus arctos,Amelie
-115.142733,49.376723,Ursus arctos,Amelie
-115.143167,49.378135,Ursus arctos,Amelie
-115.14326,49.377997,Ursus arctos,Amelie
-115.143003,49.378078,Ursus arctos,Amelie
-115.143295,49.37809,Ursus arctos,Amelie
-115.143137,49.378143,Ursus arctos,Amelie
-115.143115,49.378068,Ursus arctos,Amelie
-115.14295,49.37824,Ursus arctos,Amelie
-115.13608,49.377757,Ursus arctos,Amelie
-115.128767,49.374655,Ursus arctos,Amelie
-115.128348,49.374312,Ursus arctos,Amelie
-115.128047,49.374217,Ursus arctos,Amelie
-115.128648,49.37484,Ursus arctos,Amelie
-115.128008,49.37427,Ursus arctos,Amelie
-115.127113,49.37297,Ursus arctos,Amelie
-115.126875,49.37329,Ursus arctos,Amelie
-115.126927,49.373308,Ursus arctos,Amelie
-115.126867,49.373407,Ursus arctos,Amelie
-115.126953,49.373322,Ursus arctos,Amelie
-115.126808,49.373397,Ursus arctos,Amelie
-115.126412,49.373267,Ursus arctos,Amelie
-115.128292,49.374535,Ursus arctos,Amelie
-115.128322,49.374322,Ursus arctos,Amelie
-115.129505,49.37523,Ursus arctos,Amelie
-115.126077,49.373843,Ursus arctos,Amelie
-115.125922,49.373648,Ursus arctos,Amelie
-115.125962,49.37366,Ursus arctos,Amelie
-115.125742,49.373533,Ursus arctos,Amelie
-115.126048,49.373643,Ursus arctos,Amelie
-115.125933,49.37364,Ursus arctos,Amelie
-115.12573,49.373472,Ursus arctos,Amelie
-115.12587,49.373558,Ursus arctos,Amelie
-115.125698,49.373367,Ursus arctos,Amelie
-115.12578,49.373923,Ursus arctos,Amelie
-115.122088,49.371432,Ursus arctos,Amelie
-115.12242,49.3712,Ursus arctos,Amelie
-115.117293,49.368998,Ursus arctos,Amelie
-115.105738,49.369312,Ursus arctos,Amelie
-115.105495,49.369272,Ursus arctos,Amelie
-115.10547,49.369265,Ursus arctos,Amelie
-115.105277,49.369303,Ursus arctos,Amelie
-115.105643,49.36927,Ursus arctos,Amelie
-115.10526,49.369225,Ursus arctos,Amelie
-115.105372,49.369315,Ursus arctos,Amelie
-115.105507,49.369102,Ursus arctos,Amelie
-115.102312,49.373123,Ursus arctos,Amelie
-115.08966,49.370065,Ursus arctos,Amelie
-115.089342,49.369477,Ursus arctos,Amelie
-115.090068,49.370773,Ursus arctos,Amelie
-115.101188,49.373932,Ursus arctos,Amelie
-115.10196,49.376813,Ursus arctos,Amelie
-115.098653,49.383148,Ursus arctos,Amelie
-115.100837,49.38619,Ursus arctos,Amelie
-115.101567,49.38629,Ursus arctos,Amelie
-115.101188,49.386428,Ursus arctos,Amelie
-115.100478,49.386342,Ursus arctos,Amelie
-115.100978,49.38647,Ursus arctos,Amelie
-115.101218,49.386478,Ursus arctos,Amelie
-115.101085,49.386452,Ursus arctos,Amelie
-115.101685,49.386565,Ursus arctos,Amelie
-115.10092,49.386437,Ursus arctos,Amelie
-115.100955,49.38628,Ursus arctos,Amelie
-115.101635,49.38633,Ursus arctos,Amelie
-115.101497,49.386228,Ursus arctos,Amelie
-115.101323,49.386132,Ursus arctos,Amelie
-115.10204,49.386328,Ursus arctos,Amelie
-115.10171,49.386398,Ursus arctos,Amelie
-115.101475,49.38635,Ursus arctos,Amelie
-115.101492,49.386238,Ursus arctos,Amelie
-115.101243,49.386498,Ursus arctos,Amelie
-115.10121,49.386567,Ursus arctos,Amelie
-115.100952,49.386053,Ursus arctos,Amelie
-115.101063,49.386402,Ursus arctos,Amelie
-115.101347,49.386417,Ursus arctos,Amelie
-115.101538,49.386392,Ursus arctos,Amelie
-115.112245,49.385295,Ursus arctos,Amelie
-115.111173,49.385668,Ursus arctos,Amelie
-115.111237,49.385903,Ursus arctos,Amelie
-115.11394,49.382783,Ursus arctos,Amelie
-115.133005,49.37573,Ursus arctos,Amelie
-115.153417,49.375908,Ursus arctos,Amelie
-115.156588,49.374845,Ursus arctos,Amelie
-115.157683,49.374783,Ursus arctos,Amelie
-115.157303,49.374822,Ursus arctos,Amelie
-115.157627,49.374623,Ursus arctos,Amelie
-115.15755,49.3748,Ursus arctos,Amelie
-115.157028,49.37531,Ursus arctos,Amelie
-115.156605,49.374925,Ursus arctos,Amelie
-115.15753,49.37473,Ursus arctos,Amelie
-115.157583,49.374718,Ursus arctos,Amelie
-115.157392,49.374442,Ursus arctos,Amelie
-115.159103,49.374163,Ursus arctos,Amelie
-115.157665,49.374673,Ursus arctos,Amelie
-115.157828,49.374468,Ursus arctos,Amelie
-115.15765,49.37474,Ursus arctos,Amelie
-115.158885,49.374488,Ursus arctos,Amelie
-115.159185,49.374337,Ursus arctos,Amelie
-115.159318,49.374388,Ursus arctos,Amelie
-115.1588,49.374468,Ursus arctos,Amelie
-115.15933,49.374345,Ursus arctos,Amelie
-115.159098,49.37454,Ursus arctos,Amelie
-115.159275,49.37459,Ursus arctos,Amelie
-115.159553,49.374655,Ursus arctos,Amelie
-115.158782,49.374787,Ursus arctos,Amelie
-115.157693,49.374698,Ursus arctos,Amelie
-115.158778,49.377652,Ursus arctos,Amelie
-115.158628,49.375398,Ursus arctos,Amelie
-115.158212,49.374308,Ursus arctos,Amelie
-115.157927,49.37451,Ursus arctos,Amelie
-115.158093,49.374482,Ursus arctos,Amelie
-115.15808,49.374722,Ursus arctos,Amelie
-115.157988,49.374493,Ursus arctos,Amelie
-115.157913,49.374707,Ursus arctos,Amelie
-115.15818,49.374378,Ursus arctos,Amelie
-115.159392,49.375842,Ursus arctos,Amelie
-115.160085,49.376843,Ursus arctos,Amelie
-115.15925,49.377408,Ursus arctos,Amelie
-115.158383,49.377563,Ursus arctos,Amelie
-115.160007,49.378127,Ursus arctos,Amelie
-115.160197,49.376755,Ursus arctos,Amelie
-115.16032,49.376222,Ursus arctos,Amelie
-115.16019,49.37626,Ursus arctos,Amelie
-115.160202,49.376095,Ursus arctos,Amelie
-115.16025,49.376225,Ursus arctos,Amelie
-115.157605,49.374805,Ursus arctos,Amelie
-115.157187,49.374945,Ursus arctos,Amelie
-115.155603,49.37308,Ursus arctos,Amelie
-115.151302,49.367842,Ursus arctos,Amelie
-115.151322,49.367895,Ursus arctos,Amelie
-115.151962,49.367325,Ursus arctos,Amelie
-115.148383,49.366667,Ursus arctos,Amelie
-115.152002,49.367518,Ursus arctos,Amelie
-115.152348,49.36742,Ursus arctos,Amelie
-115.152453,49.36731,Ursus arctos,Amelie
-115.15257,49.3673,Ursus arctos,Amelie
-115.152577,49.367307,Ursus arctos,Amelie
-115.152575,49.366632,Ursus arctos,Amelie
-115.152248,49.364623,Ursus arctos,Amelie
-115.151985,49.364785,Ursus arctos,Amelie
-115.151858,49.364775,Ursus arctos,Amelie
-115.156617,49.36538,Ursus arctos,Amelie
-115.15768,49.36541,Ursus arctos,Amelie
-115.156497,49.366352,Ursus arctos,Amelie
-115.156972,49.366102,Ursus arctos,Amelie
-115.157083,49.36619,Ursus arctos,Amelie
-115.156788,49.366178,Ursus arctos,Amelie
-115.156997,49.36612,Ursus arctos,Amelie
-115.156973,49.366085,Ursus arctos,Amelie
-115.156353,49.366448,Ursus arctos,Amelie
-115.15642,49.366285,Ursus arctos,Amelie
-115.1561,49.365525,Ursus arctos,Amelie
-115.156493,49.366175,Ursus arctos,Amelie
-115.155867,49.365462,Ursus arctos,Amelie
-115.159153,49.369383,Ursus arctos,Amelie
-115.15929,49.369328,Ursus arctos,Amelie
-115.159053,49.369333,Ursus arctos,Amelie
-115.159115,49.369402,Ursus arctos,Amelie
-115.157893,49.36958,Ursus arctos,Amelie
-115.158695,49.36964,Ursus arctos,Amelie
-115.15893,49.369373,Ursus arctos,Amelie
-115.159005,49.369855,Ursus arctos,Amelie
-115.15957,49.369793,Ursus arctos,Amelie
-115.160107,49.370508,Ursus arctos,Amelie
-115.160893,49.37034,Ursus arctos,Amelie
-115.161953,49.371617,Ursus arctos,Amelie
-115.164533,49.374453,Ursus arctos,Amelie
-115.164183,49.374108,Ursus arctos,Amelie
-115.163688,49.374687,Ursus arctos,Amelie
-115.163375,49.374727,Ursus arctos,Amelie
-115.163543,49.374803,Ursus arctos,Amelie
-115.163692,49.374733,Ursus arctos,Amelie
-115.163492,49.37474,Ursus arctos,Amelie
-115.163382,49.374997,Ursus arctos,Amelie
-115.1641,49.37466,Ursus arctos,Amelie
-115.16406,49.374475,Ursus arctos,Amelie
-115.165018,49.371127,Ursus arctos,Amelie
-115.167688,49.377305,Ursus arctos,Amelie
-115.161243,49.383487,Ursus arctos,Amelie
-115.161157,49.38349,Ursus arctos,Amelie
-115.161138,49.383392,Ursus arctos,Amelie
-115.16117,49.383483,Ursus arctos,Amelie
-115.161023,49.383368,Ursus arctos,Amelie
-115.161037,49.383542,Ursus arctos,Amelie
-115.161328,49.383315,Ursus arctos,Amelie
-115.15968,49.383712,Ursus arctos,Amelie
-115.16132,49.384055,Ursus arctos,Amelie
-115.161268,49.383945,Ursus arctos,Amelie
-115.16183,49.38425,Ursus arctos,Amelie
-115.165493,49.387212,Ursus arctos,Amelie
-115.162032,49.385215,Ursus arctos,Amelie
-115.161018,49.383905,Ursus arctos,Amelie
-115.16097,49.383715,Ursus arctos,Amelie
-115.16107,49.384138,Ursus arctos,Amelie
-115.161107,49.383665,Ursus arctos,Amelie
-115.161172,49.383987,Ursus arctos,Amelie
-115.161133,49.384148,Ursus arctos,Amelie
-115.159638,49.383747,Ursus arctos,Amelie
-115.156785,49.383392,Ursus arctos,Amelie
-115.156285,49.383613,Ursus arctos,Amelie
-115.165877,49.387673,Ursus arctos,Amelie
-115.169103,49.388365,Ursus arctos,Amelie
-115.167907,49.38748,Ursus arctos,Amelie
-115.167968,49.386887,Ursus arctos,Amelie
-115.167772,49.387253,Ursus arctos,Amelie
-115.168853,49.387497,Ursus arctos,Amelie
-115.167912,49.387553,Ursus arctos,Amelie
-115.167767,49.387472,Ursus arctos,Amelie
-115.16777,49.387525,Ursus arctos,Amelie
-115.1677,49.387408,Ursus arctos,Amelie
-115.167872,49.387217,Ursus arctos,Amelie
-115.173023,49.390595,Ursus arctos,Amelie
-115.175272,49.393408,Ursus arctos,Amelie
-115.18918,49.398725,Ursus arctos,Amelie
-115.19037,49.399715,Ursus arctos,Amelie
-115.190367,49.399557,Ursus arctos,Amelie
-115.1903,49.399517,Ursus arctos,Amelie
-115.190432,49.399675,Ursus arctos,Amelie
-115.190937,49.400417,Ursus arctos,Amelie
-115.191932,49.401077,Ursus arctos,Amelie
-115.19247,49.40107,Ursus arctos,Amelie
-115.193585,49.401337,Ursus arctos,Amelie
-115.192688,49.401728,Ursus arctos,Amelie
-115.18754,49.403282,Ursus arctos,Amelie
-115.186857,49.403465,Ursus arctos,Amelie
-115.192222,49.401883,Ursus arctos,Amelie
-115.192495,49.401875,Ursus arctos,Amelie
-115.192415,49.40159,Ursus arctos,Amelie
-115.192448,49.401625,Ursus arctos,Amelie
-115.192748,49.401347,Ursus arctos,Amelie
-115.19292,49.40133,Ursus arctos,Amelie
-115.192822,49.401295,Ursus arctos,Amelie
-115.191135,49.401413,Ursus arctos,Amelie
-115.190287,49.407397,Ursus arctos,Amelie
-115.190988,49.408668,Ursus arctos,Amelie
-115.18986,49.40809,Ursus arctos,Amelie
-115.18984,49.408153,Ursus arctos,Amelie
-115.189435,49.407138,Ursus arctos,Amelie
-115.194727,49.406102,Ursus arctos,Amelie
-115.194657,49.40627,Ursus arctos,Amelie
-115.194703,49.406272,Ursus arctos,Amelie
-115.194558,49.406063,Ursus arctos,Amelie
-115.194632,49.406092,Ursus arctos,Amelie
-115.196488,49.406853,Ursus arctos,Amelie
-115.196173,49.406862,Ursus arctos,Amelie
-115.195098,49.405108,Ursus arctos,Amelie
-115.193497,49.406807,Ursus arctos,Amelie
-115.194983,49.406512,Ursus arctos,Amelie
-115.194447,49.406217,Ursus arctos,Amelie
-115.193483,49.40462,Ursus arctos,Amelie
-115.192053,49.401212,Ursus arctos,Amelie
-115.192388,49.400358,Ursus arctos,Amelie
-115.192752,49.400323,Ursus arctos,Amelie
-115.192477,49.40037,Ursus arctos,Amelie
-115.192557,49.400342,Ursus arctos,Amelie
-115.190868,49.400307,Ursus arctos,Amelie
-115.19121,49.400172,Ursus arctos,Amelie
-115.186112,49.40089,Ursus arctos,Amelie
-115.187928,49.402302,Ursus arctos,Amelie
-115.185787,49.40259,Ursus arctos,Amelie
-115.183583,49.402488,Ursus arctos,Amelie
-115.178255,49.402492,Ursus arctos,Amelie
-115.186155,49.397205,Ursus arctos,Amelie
-115.190438,49.398668,Ursus arctos,Amelie
-115.190503,49.398718,Ursus arctos,Amelie
-115.190412,49.398767,Ursus arctos,Amelie
-115.189985,49.398513,Ursus arctos,Amelie
-115.186138,49.397312,Ursus arctos,Amelie
-115.187523,49.398983,Ursus arctos,Amelie
-115.18827,49.399852,Ursus arctos,Amelie
-115.187838,49.402007,Ursus arctos,Amelie
-115.186825,49.401488,Ursus arctos,Amelie
-115.188603,49.403063,Ursus arctos,Amelie
-115.187302,49.403528,Ursus arctos,Amelie
-115.189865,49.40095,Ursus arctos,Amelie
-115.189682,49.400888,Ursus arctos,Amelie
-115.189803,49.401018,Ursus arctos,Amelie
-115.189748,49.400792,Ursus arctos,Amelie
-115.189693,49.4004,Ursus arctos,Amelie
-115.189185,49.399482,Ursus arctos,Amelie
-115.189155,49.399358,Ursus arctos,Amelie
-115.176253,49.39861,Ursus arctos,Amelie
-115.177432,49.3998,Ursus arctos,Amelie
-115.183255,49.401415,Ursus arctos,Amelie
-115.175683,49.402658,Ursus arctos,Amelie
-115.186577,49.397275,Ursus arctos,Amelie
-115.190755,49.397725,Ursus arctos,Amelie
-115.190905,49.397842,Ursus arctos,Amelie
-115.190742,49.397825,Ursus arctos,Amelie
-115.190048,49.39755,Ursus arctos,Amelie
-115.188958,49.395187,Ursus arctos,Amelie
-115.189193,49.398435,Ursus arctos,Amelie
-115.18921,49.398437,Ursus arctos,Amelie
-115.189038,49.398957,Ursus arctos,Amelie
-115.188435,49.402458,Ursus arctos,Amelie
-115.188773,49.402788,Ursus arctos,Amelie
-115.187932,49.402043,Ursus arctos,Amelie
-115.165343,49.40376,Ursus arctos,Amelie
-115.165442,49.40387,Ursus arctos,Amelie
-115.165628,49.40405,Ursus arctos,Amelie
-115.165295,49.403798,Ursus arctos,Amelie
-115.14925,49.406432,Ursus arctos,Amelie
-115.137213,49.406033,Ursus arctos,Amelie
-115.134243,49.406785,Ursus arctos,Amelie
-115.128057,49.405178,Ursus arctos,Amelie
-115.126587,49.404407,Ursus arctos,Amelie
-115.124288,49.403678,Ursus arctos,Amelie
-115.120223,49.403158,Ursus arctos,Amelie
-115.119063,49.402803,Ursus arctos,Amelie
-115.118827,49.403143,Ursus arctos,Amelie
-115.118685,49.403022,Ursus arctos,Amelie
-115.118723,49.402907,Ursus arctos,Amelie
-115.119083,49.402867,Ursus arctos,Amelie
-115.122257,49.403427,Ursus arctos,Amelie
-115.1239,49.403442,Ursus arctos,Amelie
-115.124657,49.40331,Ursus arctos,Amelie
-115.124112,49.400663,Ursus arctos,Amelie
-115.131348,49.4054,Ursus arctos,Amelie
-115.132058,49.406357,Ursus arctos,Amelie
-115.132702,49.406602,Ursus arctos,Amelie
-115.126547,49.40526,Ursus arctos,Amelie
-115.126367,49.404568,Ursus arctos,Amelie
-115.126453,49.404448,Ursus arctos,Amelie
-115.126628,49.404323,Ursus arctos,Amelie
-115.126038,49.403845,Ursus arctos,Amelie
-115.122707,49.403208,Ursus arctos,Amelie
-115.120537,49.402697,Ursus arctos,Amelie
-115.115675,49.40418,Ursus arctos,Amelie
-115.116748,49.405277,Ursus arctos,Amelie
-115.11653,49.404612,Ursus arctos,Amelie
-115.109738,49.402935,Ursus arctos,Amelie
-115.12401,49.39823,Ursus arctos,Amelie
-115.127675,49.398247,Ursus arctos,Amelie
-115.127805,49.397925,Ursus arctos,Amelie
-115.127868,49.398095,Ursus arctos,Amelie
-115.12778,49.397937,Ursus arctos,Amelie
-115.127968,49.397802,Ursus arctos,Amelie
-115.127955,49.397905,Ursus arctos,Amelie
-115.128542,49.39779,Ursus arctos,Amelie
-115.132837,49.39758,Ursus arctos,Amelie
-115.134773,49.394122,Ursus arctos,Amelie
-115.133477,49.391132,Ursus arctos,Amelie
-115.124623,49.392713,Ursus arctos,Amelie
-115.124983,49.393902,Ursus arctos,Amelie
-115.124752,49.393962,Ursus arctos,Amelie
-115.124973,49.394108,Ursus arctos,Amelie
-115.124888,49.393712,Ursus arctos,Amelie
-115.124892,49.393653,Ursus arctos,Amelie
-115.124798,49.393703,Ursus arctos,Amelie
-115.120672,49.398248,Ursus arctos,Amelie
-115.114243,49.398808,Ursus arctos,Amelie
-115.118585,49.400243,Ursus arctos,Amelie
-115.117807,49.404455,Ursus arctos,Amelie
-115.116108,49.404642,Ursus arctos,Amelie
-115.116562,49.405037,Ursus arctos,Amelie
-115.112872,49.403905,Ursus arctos,Amelie
-115.112898,49.403855,Ursus arctos,Amelie
-115.112802,49.403597,Ursus arctos,Amelie
-115.113778,49.404457,Ursus arctos,Amelie
-115.111238,49.403877,Ursus arctos,Amelie
-115.110457,49.404102,Ursus arctos,Amelie
-115.108618,49.402872,Ursus arctos,Amelie
-115.10748,49.402908,Ursus arctos,Amelie
-115.109703,49.400318,Ursus arctos,Amelie
-115.109848,49.400688,Ursus arctos,Amelie
-115.113077,49.402037,Ursus arctos,Amelie
-115.110348,49.403763,Ursus arctos,Amelie
-115.11026,49.403543,Ursus arctos,Amelie
-115.11016,49.403445,Ursus arctos,Amelie
-115.11092,49.404243,Ursus arctos,Amelie
-115.110523,49.404562,Ursus arctos,Amelie
-115.11165,49.410525,Ursus arctos,Amelie
-115.125512,49.400372,Ursus arctos,Amelie
-115.129572,49.4016,Ursus arctos,Amelie
-115.1298,49.401892,Ursus arctos,Amelie
-115.137195,49.402888,Ursus arctos,Amelie
-115.13847,49.405273,Ursus arctos,Amelie
-115.137533,49.402992,Ursus arctos,Amelie
-115.137447,49.404652,Ursus arctos,Amelie
-115.137147,49.404385,Ursus arctos,Amelie
-115.13749,49.404723,Ursus arctos,Amelie
-115.13766,49.405497,Ursus arctos,Amelie
-115.137305,49.405473,Ursus arctos,Amelie
-115.137005,49.402913,Ursus arctos,Amelie
-115.133498,49.406857,Ursus arctos,Amelie
-115.13071,49.407548,Ursus arctos,Amelie
-115.132642,49.40655,Ursus arctos,Amelie
-115.137658,49.40677,Ursus arctos,Amelie
-115.122533,49.40388,Ursus arctos,Amelie
-115.116188,49.402212,Ursus arctos,Amelie
-115.116083,49.40194,Ursus arctos,Amelie
-115.116217,49.401837,Ursus arctos,Amelie
-115.115467,49.402673,Ursus arctos,Amelie
-115.112145,49.40347,Ursus arctos,Amelie
-115.111307,49.40456,Ursus arctos,Amelie
-115.112548,49.403173,Ursus arctos,Amelie
-115.112632,49.4026,Ursus arctos,Amelie
-115.108173,49.401803,Ursus arctos,Amelie
-115.1067,49.401462,Ursus arctos,Amelie
-115.107848,49.401583,Ursus arctos,Amelie
-115.104247,49.405225,Ursus arctos,Amelie
-115.10208,49.406055,Ursus arctos,Amelie
-115.101943,49.406157,Ursus arctos,Amelie
-115.101992,49.406058,Ursus arctos,Amelie
-115.100748,49.406473,Ursus arctos,Amelie
-115.097917,49.407287,Ursus arctos,Amelie
-115.097808,49.407053,Ursus arctos,Amelie
-115.095948,49.407217,Ursus arctos,Amelie
-115.094538,49.407765,Ursus arctos,Amelie
-115.09716,49.407877,Ursus arctos,Amelie
-115.097978,49.407317,Ursus arctos,Amelie
-115.097658,49.406823,Ursus arctos,Amelie
-115.10056,49.406202,Ursus arctos,Amelie
-115.101587,49.405803,Ursus arctos,Amelie
-115.101567,49.405628,Ursus arctos,Amelie
-115.101582,49.405553,Ursus arctos,Amelie
-115.103673,49.406127,Ursus arctos,Amelie
-115.098393,49.406337,Ursus arctos,Amelie
-115.103615,49.405293,Ursus arctos,Amelie
-115.103743,49.405855,Ursus arctos,Amelie
-115.104748,49.40546,Ursus arctos,Amelie
-115.102653,49.405772,Ursus arctos,Amelie
-115.102405,49.405182,Ursus arctos,Amelie
-115.100592,49.40607,Ursus arctos,Amelie
-115.093857,49.403933,Ursus arctos,Amelie
-115.093595,49.40505,Ursus arctos,Amelie
-115.09368,49.40497,Ursus arctos,Amelie
-115.093772,49.404915,Ursus arctos,Amelie
-115.091425,49.401163,Ursus arctos,Amelie
-115.087345,49.403272,Ursus arctos,Amelie
-115.08672,49.403483,Ursus arctos,Amelie
-115.091262,49.400738,Ursus arctos,Amelie
-115.097627,49.398725,Ursus arctos,Amelie
-115.096737,49.39812,Ursus arctos,Amelie
-115.104532,49.395245,Ursus arctos,Amelie
-115.11389,49.397347,Ursus arctos,Amelie
-115.118615,49.402943,Ursus arctos,Amelie
-115.118682,49.402873,Ursus arctos,Amelie
-115.118738,49.402977,Ursus arctos,Amelie
-115.118782,49.402963,Ursus arctos,Amelie
-115.115793,49.40511,Ursus arctos,Amelie
-115.11216,49.404453,Ursus arctos,Amelie
-115.105508,49.404352,Ursus arctos,Amelie
-115.107012,49.406685,Ursus arctos,Amelie
-115.10897,49.404183,Ursus arctos,Amelie
-115.110337,49.40407,Ursus arctos,Amelie
-115.119287,49.398232,Ursus arctos,Amelie
-115.114057,49.395935,Ursus arctos,Amelie
-115.111708,49.396777,Ursus arctos,Amelie
-115.11417,49.398675,Ursus arctos,Amelie
-115.114085,49.398553,Ursus arctos,Amelie
-115.109628,49.394788,Ursus arctos,Amelie
-115.110447,49.398428,Ursus arctos,Amelie
-115.117252,49.400748,Ursus arctos,Amelie
-115.119208,49.401442,Ursus arctos,Amelie
-115.112748,49.401325,Ursus arctos,Amelie
-115.112715,49.401533,Ursus arctos,Amelie
-115.112737,49.401287,Ursus arctos,Amelie
-115.112717,49.401283,Ursus arctos,Amelie
-115.112683,49.401333,Ursus arctos,Amelie
-115.11535,49.402198,Ursus arctos,Amelie
-115.115573,49.402247,Ursus arctos,Amelie
-115.115263,49.402333,Ursus arctos,Amelie
-115.115442,49.402317,Ursus arctos,Amelie
-115.112815,49.40357,Ursus arctos,Amelie
-115.113317,49.40374,Ursus arctos,Amelie
-115.11567,49.404365,Ursus arctos,Amelie
-115.112507,49.404203,Ursus arctos,Amelie
-115.106552,49.405485,Ursus arctos,Amelie
-115.10542,49.406837,Ursus arctos,Amelie
-115.100923,49.406743,Ursus arctos,Amelie
-115.100768,49.407042,Ursus arctos,Amelie
-115.095267,49.406277,Ursus arctos,Amelie
-115.093648,49.404522,Ursus arctos,Amelie
-115.093632,49.404448,Ursus arctos,Amelie
-115.0939,49.404537,Ursus arctos,Amelie
-115.09456,49.399583,Ursus arctos,Amelie
-115.087522,49.400687,Ursus arctos,Amelie
-115.08406,49.40449,Ursus arctos,Amelie
-115.090115,49.408028,Ursus arctos,Amelie
-115.088452,49.40675,Ursus arctos,Amelie
-115.093348,49.400337,Ursus arctos,Amelie
-115.093882,49.400413,Ursus arctos,Amelie
-115.094032,49.400388,Ursus arctos,Amelie
-115.097808,49.400137,Ursus arctos,Amelie
-115.098317,49.39981,Ursus arctos,Amelie
-115.098775,49.400925,Ursus arctos,Amelie
-115.098567,49.400747,Ursus arctos,Amelie
-115.098352,49.400023,Ursus arctos,Amelie
-115.097322,49.397328,Ursus arctos,Amelie
-115.111797,49.393555,Ursus arctos,Amelie
-115.1118,49.393912,Ursus arctos,Amelie
-115.11808,49.390443,Ursus arctos,Amelie
-115.129048,49.396178,Ursus arctos,Amelie
-115.139223,49.395643,Ursus arctos,Amelie
-115.139182,49.39553,Ursus arctos,Amelie
-115.132003,49.401612,Ursus arctos,Amelie
-115.147403,49.403305,Ursus arctos,Amelie
-115.166223,49.397947,Ursus arctos,Amelie
-115.166517,49.396037,Ursus arctos,Amelie
-115.167078,49.395228,Ursus arctos,Amelie
-115.160142,49.395168,Ursus arctos,Amelie
-115.148878,49.399028,Ursus arctos,Amelie
-115.130163,49.402485,Ursus arctos,Amelie
-115.132595,49.399603,Ursus arctos,Amelie
-115.13233,49.399758,Ursus arctos,Amelie
-115.132553,49.399567,Ursus arctos,Amelie
-115.128762,49.39739,Ursus arctos,Amelie
-115.09748,49.397272,Ursus arctos,Amelie
-115.09879,49.398467,Ursus arctos,Amelie
-115.099263,49.400322,Ursus arctos,Amelie
-115.097752,49.400823,Ursus arctos,Amelie
-115.098582,49.399565,Ursus arctos,Amelie
-115.098422,49.398807,Ursus arctos,Amelie
-115.096222,49.398,Ursus arctos,Amelie
-115.09566,49.397672,Ursus arctos,Amelie
-115.095853,49.397433,Ursus arctos,Amelie
-115.095312,49.397698,Ursus arctos,Amelie
-115.085397,49.39941,Ursus arctos,Amelie
-115.081438,49.393517,Ursus arctos,Amelie
-115.07306,49.393847,Ursus arctos,Amelie
-115.077133,49.39198,Ursus arctos,Amelie
-115.086793,49.397337,Ursus arctos,Amelie
-115.084068,49.399413,Ursus arctos,Amelie
-115.085067,49.40097,Ursus arctos,Amelie
-115.082127,49.400332,Ursus arctos,Amelie
-115.083373,49.399927,Ursus arctos,Amelie
-115.085893,49.399433,Ursus arctos,Amelie
-115.085842,49.399308,Ursus arctos,Amelie
-115.085957,49.399278,Ursus arctos,Amelie
-115.083857,49.399142,Ursus arctos,Amelie
-115.083593,49.399118,Ursus arctos,Amelie
-115.084698,49.400055,Ursus arctos,Amelie
-115.097942,49.398253,Ursus arctos,Amelie
